batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,career,starting_salary,OPS,born_year,born_month,born_day,position_1,position_2,position_3,height,weight,hw_ratio,start_year,n_year,age
3,강민국,2016,NC,0.13,24,23,2,3,1,0,1,7,1,0,0,2,0,9,1,0.304,0.2,4,송정동초-충장중-광주제일고-동국대-NC-상무,20000,0.504,1992,1,10,내야수,우투,우타,176,80,0.45454545454545453,2014,3,24
3,강민국,2018,NC,0.25,6,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0,송정동초-충장중-광주제일고-동국대-NC-상무,20000,0.5,1992,1,10,내야수,우투,우타,176,80,0.45454545454545453,2014,5,26
4,강민호,2004,롯데,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,1,19
4,강민호,2005,롯데,0.243,104,214,20,52,11,2,2,73,18,1,4,5,2,56,7,0.341,0.267,9,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.6080000000000001,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,2,20
4,강민호,2006,롯데,0.251,126,410,40,103,20,0,9,150,53,4,1,23,11,78,5,0.366,0.307,12,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.6729999999999999,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,3,21
4,강민호,2007,롯데,0.271,125,413,48,112,20,0,14,174,68,1,4,37,4,88,10,0.421,0.335,11,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.7559999999999999,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,4,22
4,강민호,2008,롯데,0.292,122,435,51,127,25,1,19,211,82,2,4,49,7,77,13,0.485,0.365,6,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.85,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,5,23
4,강민호,2009,롯데,0.26,83,262,36,68,13,0,9,108,30,0,0,33,3,44,9,0.412,0.34600000000000003,6,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.758,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,6,24
4,강민호,2010,롯데,0.305,117,410,66,125,19,1,23,215,72,2,7,42,8,65,16,0.524,0.376,11,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.9,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,7,25
4,강민호,2011,롯데,0.289,124,450,63,130,25,2,19,216,66,4,6,47,8,81,18,0.48,0.366,15,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.846,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,8,26
4,강민호,2012,롯데,0.273,119,400,41,109,21,0,19,187,66,0,1,44,8,97,9,0.468,0.355,3,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.823,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,9,27
4,강민호,2013,롯데,0.235,105,327,48,77,13,0,11,123,57,4,1,60,11,87,5,0.376,0.366,8,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.742,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,10,28
4,강민호,2014,롯데,0.229,98,310,37,71,14,2,16,137,40,1,2,33,13,92,6,0.442,0.325,3,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.767,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,11,29
4,강민호,2015,롯데,0.311,123,380,63,118,18,1,35,243,86,0,0,60,14,112,14,0.639,0.421,8,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,1.06,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,12,30
4,강민호,2016,롯데,0.32299999999999995,116,381,65,123,26,0,20,209,72,4,0,66,10,91,7,0.5489999999999999,0.433,4,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.982,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,13,31
4,강민호,2017,롯데,0.285,130,456,62,130,22,1,22,220,68,0,2,41,15,104,15,0.482,0.361,11,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.843,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,14,32
4,강민호,2018,삼성,0.269,129,427,46,115,14,0,22,195,71,0,0,29,14,96,11,0.457,0.331,8,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.7879999999999999,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2004,15,33
5,강백호,2018,KT,0.29,138,527,108,153,32,2,29,276,84,3,5,52,3,124,4,0.524,0.35600000000000004,6,부천북초-이수중-서울고,45000,0.88,1999,7,29,외야수,우투,좌타,184,98,0.532608695652174,2018,1,19
6,강병식,2002,현대,0.208,89,130,16,27,3,1,6,50,20,0,2,11,3,35,5,0.38461538461538464,0.2847222222222222,1,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,NA,0.6693376068376069,1977,4,23,NA,NA,NA,NA,NA,NA,2002,1,25
6,강병식,2003,현대,0.138,43,65,6,9,0,1,2,17,11,0,1,12,1,17,1,0.26153846153846155,0.28205128205128205,4,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,NA,0.5435897435897437,1977,4,23,NA,NA,NA,NA,NA,NA,2002,2,26
6,강병식,2004,현대,0.17600000000000002,16,17,0,3,1,0,0,4,1,1,0,3,0,5,1,0.2352941176470588,0.3,0,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,NA,0.5352941176470588,1977,4,23,NA,NA,NA,NA,NA,NA,2002,3,27
6,강병식,2005,현대,0.247,94,182,25,45,10,0,6,73,20,2,0,27,4,44,6,0.4010989010989011,0.3568075117370892,3,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,NA,0.7579064128359903,1977,4,23,NA,NA,NA,NA,NA,NA,2002,4,28
6,강병식,2006,현대,0.218,93,133,16,29,7,1,4,50,25,1,1,19,4,28,7,0.3759398496240601,0.3333333333333333,2,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,NA,0.7092731829573935,1977,4,23,NA,NA,NA,NA,NA,NA,2002,5,29
6,강병식,2007,현대,0.274,91,135,11,37,4,0,4,53,17,0,1,13,0,24,5,0.3925925925925926,0.33783783783783783,3,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,NA,0.7304304304304304,1977,4,23,NA,NA,NA,NA,NA,NA,2002,6,30
6,강병식,2008,우리,0.269,71,119,12,32,8,0,4,52,17,0,2,14,3,18,2,0.4369747899159664,0.3602941176470588,2,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,NA,0.7972689075630253,1977,4,23,NA,NA,NA,NA,NA,NA,2002,7,31
6,강병식,2009,히어로즈,0.25,54,76,9,19,4,0,2,29,14,2,2,13,3,21,0,0.3815789473684211,0.3804347826086957,3,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,NA,0.7620137299771168,1977,4,23,NA,NA,NA,NA,NA,NA,2002,8,32
6,강병식,2010,넥센,0.287,107,251,32,72,9,1,9,110,30,2,2,34,11,51,5,0.4382470119521912,0.3952702702702703,0,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,NA,0.8335172822224615,1977,4,23,NA,NA,NA,NA,NA,NA,2002,9,33
6,강병식,2011,넥센,0.174,77,167,16,29,8,1,2,45,17,2,0,15,2,53,3,0.2694610778443114,0.25,0,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,NA,0.5194610778443114,1977,4,23,NA,NA,NA,NA,NA,NA,2002,10,34
6,강병식,2012,넥센,0.2,26,30,4,6,2,0,0,8,2,1,1,5,1,9,0,0.26666666666666666,0.3333333333333333,0,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,NA,0.6,1977,4,23,NA,NA,NA,NA,NA,NA,2002,11,35
7,강봉규,2000,두산,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,부천초-개성중-경남고-고려대-두산-삼성,NA,0,1978,1,12,NA,NA,NA,NA,NA,NA,2000,1,22
7,강봉규,2001,두산,0.236,64,89,16,21,7,1,2,36,11,2,0,6,1,28,1,0.4044943820224719,0.2916666666666667,1,부천초-개성중-경남고-고려대-두산-삼성,NA,0.6961610486891385,1978,1,12,NA,NA,NA,NA,NA,NA,2000,2,23
7,강봉규,2002,두산,0.25,93,160,30,40,6,1,5,63,25,6,1,16,2,43,4,0.39375,0.3258426966292135,1,부천초-개성중-경남고-고려대-두산-삼성,NA,0.7195926966292134,1978,1,12,NA,NA,NA,NA,NA,NA,2000,3,24
7,강봉규,2003,두산,0.231,6,13,3,3,0,0,1,6,3,1,0,2,0,2,1,0.4615384615384616,0.3333333333333333,0,부천초-개성중-경남고-고려대-두산-삼성,NA,0.7948717948717949,1978,1,12,NA,NA,NA,NA,NA,NA,2000,4,25
7,강봉규,2004,두산,0.236,40,72,14,17,2,1,1,24,5,2,1,10,1,20,0,0.3333333333333333,0.3373493975903614,1,부천초-개성중-경남고-고려대-두산-삼성,NA,0.6706827309236947,1978,1,12,NA,NA,NA,NA,NA,NA,2000,5,26
7,강봉규,2005,두산,0.235,48,102,12,24,3,1,1,32,10,2,1,18,2,30,2,0.3137254901960784,0.3606557377049181,0,부천초-개성중-경남고-고려대-두산-삼성,NA,0.6743812279009964,1978,1,12,NA,NA,NA,NA,NA,NA,2000,6,27
7,강봉규,2006,삼성,0.234,87,128,16,30,6,1,4,50,16,4,3,13,1,33,2,0.390625,0.30985915492957744,1,부천초-개성중-경남고-고려대-두산-삼성,NA,0.7004841549295775,1978,1,12,NA,NA,NA,NA,NA,NA,2000,7,28
7,강봉규,2007,삼성,0.282,83,142,20,40,9,1,1,54,13,4,2,16,5,25,4,0.38028169014084506,0.37423312883435583,2,부천초-개성중-경남고-고려대-두산-삼성,NA,0.7545148189752009,1978,1,12,NA,NA,NA,NA,NA,NA,2000,8,29
7,강봉규,2008,삼성,0.276,81,134,27,37,8,0,3,54,14,3,4,19,3,28,3,0.4029850746268657,0.3782051282051282,1,부천초-개성중-경남고-고려대-두산-삼성,NA,0.7811902028319939,1978,1,12,NA,NA,NA,NA,NA,NA,2000,9,30
7,강봉규,2009,삼성,0.31,126,449,89,139,24,2,20,227,78,20,3,69,4,61,15,0.5055679287305123,0.4061302681992337,4,부천초-개성중-경남고-고려대-두산-삼성,NA,0.911698196929746,1978,1,12,NA,NA,NA,NA,NA,NA,2000,10,31
7,강봉규,2010,삼성,0.237,89,232,38,55,12,0,4,79,26,8,0,40,2,44,8,0.34051724137931033,0.354014598540146,4,부천초-개성중-경남고-고려대-두산-삼성,NA,0.6945318399194563,1978,1,12,NA,NA,NA,NA,NA,NA,2000,11,32
7,강봉규,2011,삼성,0.267,52,146,14,39,7,1,1,51,18,3,1,17,2,24,3,0.3493150684931507,0.3515151515151515,1,부천초-개성중-경남고-고려대-두산-삼성,NA,0.7008302200083022,1978,1,12,NA,NA,NA,NA,NA,NA,2000,12,33
7,강봉규,2012,삼성,0.255,102,235,30,60,10,1,6,90,38,5,3,28,2,49,5,0.3829787234042553,0.33962264150943394,2,부천초-개성중-경남고-고려대-두산-삼성,NA,0.7226013649136893,1978,1,12,NA,NA,NA,NA,NA,NA,2000,13,34
7,강봉규,2013,삼성,0.207,32,82,11,17,5,0,0,22,5,3,0,14,1,19,5,0.2682926829268293,0.32989690721649484,0,부천초-개성중-경남고-고려대-두산-삼성,NA,0.5981895901433241,1978,1,12,NA,NA,NA,NA,NA,NA,2000,14,35
7,강봉규,2015,삼성,0,5,6,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0.25,0,부천초-개성중-경남고-고려대-두산-삼성,NA,0.25,1978,1,12,NA,NA,NA,NA,NA,NA,2000,16,37
8,강상원,2017,한화,0.214,33,14,8,3,1,0,0,4,1,0,0,0,0,5,0,0.28600000000000003,0.214,0,온양온천초-온양중-북일고,3000,0.5,1997,5,5,외야수,우투,좌타,172,64,0.37209302325581395,2017,1,20
8,강상원,2018,한화,0,6,6,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0.14300000000000002,0,온양온천초-온양중-북일고,3000,0.14300000000000002,1997,5,5,외야수,우투,좌타,172,64,0.37209302325581395,2017,2,21
9,강승호,2016,LG,0.184,18,38,4,7,3,0,0,10,3,0,0,2,0,12,0,0.263,0.22,5,순천북초-천안북중-북일고-LG-경찰-LG,20000,0.483,1994,2,9,내야수,우투,우타,179,77,0.4301675977653631,2016,1,22
9,강승호,2017,LG,0.25,85,248,42,62,14,2,5,95,31,2,2,7,3,67,5,0.383,0.272,12,순천북초-천안북중-북일고-LG-경찰-LG,20000,0.655,1994,2,9,내야수,우투,우타,179,77,0.4301675977653631,2016,2,23
9,강승호,2018,SK,0.255,69,184,14,47,10,0,3,66,31,1,1,18,3,57,2,0.359,0.33,11,순천북초-천안북중-북일고-LG-경찰-LG,20000,0.6890000000000001,1994,2,9,내야수,우투,우타,179,77,0.4301675977653631,2016,3,24
10,강정호,2006,현대,0.15,10,20,1,3,1,0,0,4,1,0,1,0,0,8,1,0.2,0.15,3,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,NA,0.35,1987,4,5,NA,NA,NA,NA,NA,NA,2006,1,19
10,강정호,2007,현대,0.133,20,15,0,2,0,0,0,2,0,0,0,0,0,5,1,0.13333333333333333,0.13333333333333333,0,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,NA,0.26666666666666666,1987,4,5,NA,NA,NA,NA,NA,NA,2006,2,20
10,강정호,2008,우리,0.271,116,362,36,98,18,1,8,142,47,3,1,31,5,65,12,0.39226519337016574,0.33668341708542715,13,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,NA,0.7289486104555929,1987,4,5,NA,NA,NA,NA,NA,NA,2006,3,21
10,강정호,2009,히어로즈,0.28600000000000003,133,476,73,136,33,2,23,242,81,3,2,45,4,81,18,0.5084033613445378,0.3523809523809524,15,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,NA,0.8607843137254902,1987,4,5,NA,NA,NA,NA,NA,NA,2006,4,22
10,강정호,2010,넥센,0.301,133,449,60,135,30,2,12,205,58,2,2,61,7,87,14,0.4565701559020045,0.3926499032882012,23,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,NA,0.8492200591902056,1987,4,5,NA,NA,NA,NA,NA,NA,2006,5,23
10,강정호,2011,넥센,0.282,123,444,53,125,22,2,9,178,63,4,6,43,9,62,12,0.4009009009009009,0.35685483870967744,13,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,NA,0.7577557396105783,1987,4,5,NA,NA,NA,NA,NA,NA,2006,6,24
10,강정호,2012,넥센,0.314,124,436,77,137,32,0,25,244,82,21,5,71,6,78,16,0.5596330275229358,0.4171539961013645,12,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,NA,0.9767870236243004,1987,4,5,NA,NA,NA,NA,NA,NA,2006,7,25
10,강정호,2013,넥센,0.29100000000000004,126,450,67,131,21,1,22,220,96,15,8,68,6,109,18,0.4888888888888889,0.3912213740458016,15,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,NA,0.8801102629346904,1987,4,5,NA,NA,NA,NA,NA,NA,2006,8,26
10,강정호,2014,넥센,0.35600000000000004,117,418,103,149,36,2,40,309,117,3,3,68,13,106,8,0.7392344497607656,0.4609218436873748,9,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,NA,1.2001562934481402,1987,4,5,NA,NA,NA,NA,NA,NA,2006,9,27
11,강진성,2013,NC,0.5,3,2,1,1,1,0,0,2,0,0,0,1,0,0,0,1,0.667,0,가동초-잠신중-경기고-NC-경찰,7000,1.6669999999999998,1993,10,19,내야수,우투,우타,180,81,0.45,2013,1,20
11,강진성,2017,NC,0.29600000000000004,28,27,5,8,3,0,1,14,5,0,0,4,1,4,1,0.519,0.406,0,가동초-잠신중-경기고-NC-경찰,7000,0.925,1993,10,19,내야수,우투,우타,180,81,0.45,2013,5,24
11,강진성,2018,NC,0.235,45,68,5,16,3,0,0,19,1,0,0,4,0,17,3,0.279,0.274,0,가동초-잠신중-경기고-NC-경찰,7000,0.5529999999999999,1993,10,19,내야수,우투,우타,180,81,0.45,2013,6,25
12,강한울,2014,KIA,0.264,93,208,32,55,5,4,0,68,14,4,2,8,1,44,1,0.327,0.294,11,사당초-중앙중-안산공고-원광대-KIA,14000,0.621,1991,9,12,내야수,우투,좌타,181,66,0.36464088397790057,2014,1,23
12,강한울,2015,KIA,0.205,90,264,30,54,8,3,0,68,12,9,4,13,3,51,2,0.258,0.25,12,사당초-중앙중-안산공고-원광대-KIA,14000,0.508,1991,9,12,내야수,우투,좌타,181,66,0.36464088397790057,2014,2,24
