batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,career,starting_salary,OPS,born_year,born_month,born_day,position_1,position_2,position_3,height,weight,hw_ratio,start_year,n_year,age
4,강민호,2015,롯데,0.158,10,19,1,3,0,0,1,6,3,0,0,0,0,3,0,0.316,0.158,0,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.474,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2005,11,30
4,강민호,2016,롯데,0.095,10,21,3,2,0,0,0,2,1,0,0,4,1,2,1,0.095,0.269,0,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.364,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2005,12,31
4,강민호,2017,롯데,0.3,10,20,1,6,0,0,0,6,0,0,0,1,0,4,1,0.3,0.333,1,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,0.633,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2005,13,32
4,강민호,2018,삼성,0.3,4,10,3,3,1,0,2,10,3,0,0,0,0,5,0,1,0.3,0,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000,1.3,1985,8,18,포수,우투,우타,185,100,0.5405405405405406,2005,14,33
5,강백호,2018,KT,0.333,6,18,2,6,1,0,0,7,3,0,0,4,0,5,0,0.389,0.455,0,부천북초-이수중-서울고,45000,0.8440000000000001,1999,7,29,외야수,우투,좌타,184,98,0.532608695652174,2018,1,19
8,강상원,2016,한화,NA,6,0,1,0,0,0,0,0,0,2,1,0,0,0,0,NA,NA,0,온양온천초-온양중-북일고,3000,NA,1997,5,5,외야수,우투,좌타,172,64,0.37209302325581395,2016,1,19
8,강상원,2017,한화,0,10,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,온양온천초-온양중-북일고,3000,0.5,1997,5,5,외야수,우투,좌타,172,64,0.37209302325581395,2016,2,20
8,강상원,2018,한화,0,6,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,온양온천초-온양중-북일고,3000,0,1997,5,5,외야수,우투,좌타,172,64,0.37209302325581395,2016,3,21
9,강승호,2013,LG,0.25,7,12,2,3,2,0,0,5,1,0,0,1,0,6,0,0.417,0.308,1,순천북초-천안북중-북일고-LG-경찰-LG,20000,0.725,1994,2,9,내야수,우투,우타,179,77,0.4301675977653631,2013,1,19
9,강승호,2016,LG,0.25,13,32,1,8,0,2,0,12,3,2,0,2,1,10,2,0.375,0.314,3,순천북초-천안북중-북일고-LG-경찰-LG,20000,0.6890000000000001,1994,2,9,내야수,우투,우타,179,77,0.4301675977653631,2013,4,22
9,강승호,2017,LG,0.227,12,22,5,5,2,1,0,9,3,0,0,0,1,6,0,0.409,0.261,2,순천북초-천안북중-북일고-LG-경찰-LG,20000,0.6699999999999999,1994,2,9,내야수,우투,우타,179,77,0.4301675977653631,2013,5,23
9,강승호,2018,SK,0.222,6,18,1,4,1,0,1,8,3,0,0,1,0,5,1,0.444,0.263,0,순천북초-천안북중-북일고-LG-경찰-LG,20000,0.7070000000000001,1994,2,9,내야수,우투,우타,179,77,0.4301675977653631,2013,6,24
11,강진성,2017,NC,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,가동초-잠신중-경기고-NC-경찰,7000,0,1993,10,19,내야수,우투,우타,180,81,0.45,2017,1,24
11,강진성,2018,NC,0.25,6,8,1,2,0,0,0,2,0,0,0,0,0,3,0,0.25,0.25,0,가동초-잠신중-경기고-NC-경찰,7000,0.5,1993,10,19,내야수,우투,우타,180,81,0.45,2017,2,25
12,강한울,2014,KIA,0.207,12,29,5,6,2,0,1,11,3,0,1,1,0,7,0,0.379,0.233,1,사당초-중앙중-안산공고-원광대-KIA,14000,0.612,1991,9,12,내야수,우투,좌타,181,66,0.36464088397790057,2014,1,23
12,강한울,2015,KIA,0.6,3,10,2,6,0,1,0,8,1,0,1,0,0,0,0,0.8,0.6,1,사당초-중앙중-안산공고-원광대-KIA,14000,1.4,1991,9,12,내야수,우투,좌타,181,66,0.36464088397790057,2014,2,24
12,강한울,2017,삼성,0.222,10,18,2,4,1,0,0,5,1,1,0,0,0,1,0,0.278,0.222,0,사당초-중앙중-안산공고-원광대-KIA,14000,0.5,1991,9,12,내야수,우투,좌타,181,66,0.36464088397790057,2014,4,26
12,강한울,2018,삼성,0.214,6,14,1,3,0,0,0,3,0,1,0,0,0,3,0,0.214,0.214,0,사당초-중앙중-안산공고-원광대-KIA,14000,0.428,1991,9,12,내야수,우투,좌타,181,66,0.36464088397790057,2014,5,27
162,신성현,2016,한화,0.286,14,35,6,10,1,0,0,11,5,1,0,2,1,9,0,0.314,0.342,1,가동초-덕수중-일본 교토고쿠사이고-히로시마-한화,NA,0.6559999999999999,1990,10,19,내야수,우투,우타,183,92,0.5027322404371585,2016,1,26
162,신성현,2017,두산,0.324,10,34,7,11,2,0,1,16,8,1,1,3,1,6,0,0.471,0.395,0,가동초-덕수중-일본 교토고쿠사이고-히로시마-한화,NA,0.866,1990,10,19,내야수,우투,우타,183,92,0.5027322404371585,2016,2,27
162,신성현,2018,두산,0,6,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,가동초-덕수중-일본 교토고쿠사이고-히로시마-한화,NA,0,1990,10,19,내야수,우투,우타,183,92,0.5027322404371585,2016,3,28
18,고종욱,2011,넥센,0.263,12,19,4,5,0,1,0,7,2,0,0,1,0,5,0,0.368,0.3,1,역삼초-대치중-경기고-한양대-넥센-상무,8000,0.6679999999999999,1989,1,11,외야수,우투,좌타,184,83,0.45108695652173914,2011,1,22
18,고종욱,2015,넥센,0.125,10,8,4,1,0,1,0,3,0,2,0,0,0,2,0,0.375,0.125,0,역삼초-대치중-경기고-한양대-넥센-상무,8000,0.5,1989,1,11,외야수,우투,좌타,184,83,0.45108695652173914,2011,5,26
18,고종욱,2016,넥센,0.293,13,41,7,12,2,0,0,14,2,3,1,2,0,11,0,0.341,0.318,0,역삼초-대치중-경기고-한양대-넥센-상무,8000,0.659,1989,1,11,외야수,우투,좌타,184,83,0.45108695652173914,2011,6,27
18,고종욱,2017,넥센,0.438,11,32,5,14,3,0,0,17,6,2,0,1,0,5,0,0.531,0.455,0,역삼초-대치중-경기고-한양대-넥센-상무,8000,0.986,1989,1,11,외야수,우투,좌타,184,83,0.45108695652173914,2011,7,28
18,고종욱,2018,넥센,0.385,6,13,3,5,1,1,1,11,1,2,0,2,0,4,0,0.846,0.467,0,역삼초-대치중-경기고-한양대-넥센-상무,8000,1.3130000000000002,1989,1,11,외야수,우투,좌타,184,83,0.45108695652173914,2011,8,29
19,구자욱,2015,삼성,0.293,12,41,8,12,1,1,2,21,7,2,2,3,0,9,1,0.512,0.341,0,본리초-경복중-대구고-삼성-상무,13000,0.853,1993,2,12,외야수,우투,좌타,189,75,0.3968253968253968,2015,1,22
19,구자욱,2016,삼성,0.346,15,52,10,18,5,1,0,25,6,3,1,5,1,8,1,0.481,0.414,2,본리초-경복중-대구고-삼성-상무,13000,0.895,1993,2,12,외야수,우투,좌타,189,75,0.3968253968253968,2015,2,23
19,구자욱,2017,삼성,0.294,12,34,3,10,1,2,0,15,2,1,0,3,0,7,0,0.441,0.342,0,본리초-경복중-대구고-삼성-상무,13000,0.7829999999999999,1993,2,12,외야수,우투,좌타,189,75,0.3968253968253968,2015,3,24
19,구자욱,2018,삼성,0.25,6,12,2,3,0,0,0,3,1,0,0,1,1,5,0,0.25,0.35700000000000004,0,본리초-경복중-대구고-삼성-상무,13000,0.607,1993,2,12,외야수,우투,좌타,189,75,0.3968253968253968,2015,4,25
20,국해성,2012,두산,0,3,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,군산중앙초-동인천중-인천고,NA,0,1989,10,8,외야수,우투,양타,180,94,0.5222222222222223,2012,1,23
20,국해성,2015,두산,0.2,11,20,6,4,1,0,1,8,5,0,0,2,1,5,2,0.4,0.28,0,군산중앙초-동인천중-인천고,NA,0.68,1989,10,8,외야수,우투,양타,180,94,0.5222222222222223,2012,4,26
20,국해성,2016,두산,0.278,58,151,28,42,11,0,4,65,24,1,1,21,1,36,1,0.43,0.368,1,군산중앙초-동인천중-인천고,NA,0.7979999999999999,1989,10,8,외야수,우투,양타,180,94,0.5222222222222223,2012,5,27
20,국해성,2017,두산,0.209,57,86,15,18,3,0,3,30,17,0,0,5,4,23,2,0.349,0.281,0,군산중앙초-동인천중-인천고,NA,0.63,1989,10,8,외야수,우투,양타,180,94,0.5222222222222223,2012,6,28
20,국해성,2018,두산,0.333,14,24,4,8,3,0,0,11,1,1,0,3,1,5,1,0.458,0.429,0,군산중앙초-동인천중-인천고,NA,0.887,1989,10,8,외야수,우투,양타,180,94,0.5222222222222223,2012,7,29
22,권정웅,2016,삼성,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,서울이수초-영동중-덕수고-한양대,6000,0,1992,11,15,포수,우투,우타,180,88,0.4888888888888889,2016,1,24
22,권정웅,2017,삼성,0.25,6,4,0,1,0,0,0,1,0,0,0,0,0,3,0,0.25,0.25,0,서울이수초-영동중-덕수고-한양대,6000,0.5,1992,11,15,포수,우투,우타,180,88,0.4888888888888889,2016,2,25
22,권정웅,2018,삼성,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,서울이수초-영동중-덕수고-한양대,6000,0,1992,11,15,포수,우투,우타,180,88,0.4888888888888889,2016,3,26
23,권희동,2013,NC,0.293,12,41,2,12,0,0,0,12,4,0,0,1,0,8,0,0.293,0.302,1,동천초-경주중-경주고-경남대-NC-상무,3000,0.595,1990,12,30,외야수,우투,우타,177,85,0.480225988700565,2013,1,23
23,권희동,2014,NC,0.25,10,12,2,3,2,0,0,5,2,0,0,4,0,2,0,0.417,0.438,0,동천초-경주중-경주고-경남대-NC-상무,3000,0.855,1990,12,30,외야수,우투,우타,177,85,0.480225988700565,2013,2,24
23,권희동,2017,NC,0.258,11,31,1,8,3,0,1,14,2,1,0,3,1,7,1,0.452,0.343,0,동천초-경주중-경주고-경남대-NC-상무,3000,0.795,1990,12,30,외야수,우투,우타,177,85,0.480225988700565,2013,5,27
23,권희동,2018,NC,0.154,6,13,1,2,0,0,1,5,2,0,0,2,2,6,0,0.385,0.353,0,동천초-경주중-경주고-경남대-NC-상무,3000,0.738,1990,12,30,외야수,우투,우타,177,85,0.480225988700565,2013,6,28
24,김강민,2003,SK,NA,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,본리초-대구중-경북고,11000,NA,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,1,21
24,김강민,2004,SK,0.25,9,8,0,2,0,0,0,2,0,1,1,0,0,2,1,0.25,0.25,0,본리초-대구중-경북고,11000,0.5,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,2,22
24,김강민,2005,SK,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,본리초-대구중-경북고,11000,0,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,3,23
24,김강민,2006,SK,0.353,12,34,6,12,0,1,1,17,5,2,1,4,0,7,2,0.5,0.421,0,본리초-대구중-경북고,11000,0.921,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,4,24
24,김강민,2007,SK,0.25,10,36,4,9,2,0,0,11,1,5,1,2,0,2,0,0.306,0.289,0,본리초-대구중-경북고,11000,0.595,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,5,25
24,김강민,2008,SK,0.25,12,24,4,6,1,1,0,9,2,3,1,4,0,2,1,0.375,0.35700000000000004,1,본리초-대구중-경북고,11000,0.732,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,6,26
24,김강민,2009,SK,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,본리초-대구중-경북고,11000,NA,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,7,27
24,김강민,2010,SK,0.133,10,30,5,4,1,0,1,8,5,2,0,3,0,3,0,0.267,0.212,0,본리초-대구중-경북고,11000,0.479,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,8,28
24,김강민,2011,SK,0.355,8,31,3,11,1,0,0,12,4,2,1,3,1,2,2,0.387,0.429,1,본리초-대구중-경북고,11000,0.8160000000000001,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,9,29
24,김강민,2012,SK,0.258,10,31,3,8,3,0,0,11,4,1,0,2,0,5,1,0.355,0.303,0,본리초-대구중-경북고,11000,0.6579999999999999,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,10,30
24,김강민,2013,SK,0.105,10,19,2,2,1,0,0,3,2,1,0,2,2,2,1,0.158,0.261,0,본리초-대구중-경북고,11000,0.419,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,11,31
24,김강민,2014,SK,0.219,9,32,5,7,4,0,0,11,2,2,0,5,0,4,1,0.344,0.324,0,본리초-대구중-경북고,11000,0.6679999999999999,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,12,32
24,김강민,2015,SK,0.111,8,27,1,3,0,0,0,3,2,0,2,1,0,12,0,0.111,0.14300000000000002,0,본리초-대구중-경북고,11000,0.254,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,13,33
24,김강민,2016,SK,0.242,14,33,2,8,1,0,2,15,7,1,0,5,0,8,1,0.455,0.342,0,본리초-대구중-경북고,11000,0.797,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,14,34
24,김강민,2017,SK,0.192,8,26,3,5,0,0,1,8,1,0,0,2,0,6,0,0.308,0.25,0,본리초-대구중-경북고,11000,0.5579999999999999,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,15,35
24,김강민,2018,SK,0.143,6,7,1,1,0,0,0,1,0,0,0,0,0,2,0,0.14300000000000002,0.14300000000000002,1,본리초-대구중-경북고,11000,0.28600000000000003,1982,9,13,외야수,우투,우타,182,85,0.46703296703296704,2003,16,36
101,문선재,2009,LG,NA,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,0,광주서림초-광주동성중-광주동성고-LG-상무,5000,NA,1990,5,20,외야수,우투,우타,184,80,0.43478260869565216,2009,1,19
101,문선재,2013,LG,0.167,4,12,0,2,1,0,0,3,0,0,0,1,0,6,0,0.25,0.231,1,광주서림초-광주동성중-광주동성고-LG-상무,5000,0.481,1990,5,20,외야수,우투,우타,184,80,0.43478260869565216,2009,5,23
101,문선재,2014,LG,0.29,10,31,4,9,2,1,1,16,7,1,0,0,0,6,0,0.516,0.29,1,광주서림초-광주동성중-광주동성고-LG-상무,5000,0.8059999999999999,1990,5,20,외야수,우투,우타,184,80,0.43478260869565216,2009,6,24
101,문선재,2015,LG,0.273,12,22,7,6,2,0,1,11,5,4,1,6,0,10,1,0.5,0.429,0,광주서림초-광주동성중-광주동성고-LG-상무,5000,0.929,1990,5,20,외야수,우투,우타,184,80,0.43478260869565216,2009,7,25
101,문선재,2016,LG,0.077,8,13,1,1,1,0,0,2,1,1,1,4,0,4,0,0.154,0.278,0,광주서림초-광주동성중-광주동성고-LG-상무,5000,0.4320000000000001,1990,5,20,외야수,우투,우타,184,80,0.43478260869565216,2009,8,26
101,문선재,2017,LG,0.368,11,19,1,7,0,0,0,7,2,0,3,2,0,3,0,0.368,0.429,0,광주서림초-광주동성중-광주동성고-LG-상무,5000,0.7969999999999999,1990,5,20,외야수,우투,우타,184,80,0.43478260869565216,2009,9,27
30,김동엽,2016,SK,0.2,6,10,0,2,0,0,0,2,1,0,0,0,0,5,0,0.2,0.182,0,천안남산초-천안북중-북일고,NA,0.382,1990,7,24,외야수,우투,우타,186,101,0.543010752688172,2016,1,26
30,김동엽,2017,SK,0.316,10,38,3,12,3,0,2,21,10,0,0,0,1,5,1,0.5529999999999999,0.325,0,천안남산초-천안북중-북일고,NA,0.8780000000000001,1990,7,24,외야수,우투,우타,186,101,0.543010752688172,2016,2,27
30,김동엽,2018,SK,0.286,5,14,0,4,1,0,0,5,2,1,0,0,0,1,0,0.35700000000000004,0.28600000000000003,0,천안남산초-천안북중-북일고,NA,0.643,1990,7,24,외야수,우투,우타,186,101,0.543010752688172,2016,3,28
31,김동욱,2008,삼성,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,신광초-경복중-대구고-삼성,13000,NA,1988,6,24,내야수,우투,우타,183,89,0.48633879781420764,2008,1,20
31,김동욱,2013,삼성,0.4,6,5,1,2,0,0,0,2,0,0,0,1,0,0,1,0.4,0.5,0,신광초-경복중-대구고-삼성,13000,0.9,1988,6,24,내야수,우투,우타,183,89,0.48633879781420764,2008,6,25
31,김동욱,2015,KT,0.2,2,5,0,1,1,0,0,2,1,0,0,0,0,1,0,0.4,0.2,0,신광초-경복중-대구고-삼성,13000,0.6000000000000001,1988,6,24,내야수,우투,우타,183,89,0.48633879781420764,2008,8,27
31,김동욱,2016,KT,0.278,8,18,5,5,0,0,1,8,3,0,0,1,0,4,0,0.444,0.316,1,신광초-경복중-대구고-삼성,13000,0.76,1988,6,24,내야수,우투,우타,183,89,0.48633879781420764,2008,9,28
31,김동욱,2017,KT,0.346,11,26,4,9,2,0,0,11,3,1,1,1,1,5,0,0.423,0.393,0,신광초-경복중-대구고-삼성,13000,0.8160000000000001,1988,6,24,내야수,우투,우타,183,89,0.48633879781420764,2008,10,29
31,김동욱,2018,KT,0.286,6,7,1,2,2,0,0,4,0,0,0,1,0,1,0,0.5710000000000001,0.375,0,신광초-경복중-대구고-삼성,13000,0.946,1988,6,24,내야수,우투,우타,183,89,0.48633879781420764,2008,11,30
33,김동한,2013,두산,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내발산초-양천중-장충고-동국대-두산-상무-두산,4000,0,1988,6,24,내야수,우투,우타,174,74,0.42528735632183906,2013,1,25
33,김동한,2016,롯데,0.167,7,6,1,1,0,0,0,1,0,0,1,1,0,0,0,0.16699999999999998,0.28600000000000003,0,내발산초-양천중-장충고-동국대-두산-상무-두산,4000,0.45299999999999996,1988,6,24,내야수,우투,우타,174,74,0.42528735632183906,2013,4,28
33,김동한,2017,롯데,0.111,10,9,2,1,1,0,0,2,1,1,0,3,0,2,0,0.222,0.333,0,내발산초-양천중-장충고-동국대-두산-상무-두산,4000,0.555,1988,6,24,내야수,우투,우타,174,74,0.42528735632183906,2013,5,29
33,김동한,2018,롯데,0.375,4,8,2,3,0,0,0,3,2,0,0,0,1,0,1,0.375,0.444,0,내발산초-양천중-장충고-동국대-두산-상무-두산,4000,0.8190000000000001,1988,6,24,내야수,우투,우타,174,74,0.42528735632183906,2013,6,30
35,김문호,2007,롯데,0.167,5,6,1,1,0,0,1,4,1,0,0,0,0,3,0,0.667,0.16699999999999998,1,고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000,0.8340000000000001,1987,6,22,외야수,좌투,좌타,185,102,0.5513513513513514,2007,1,20
35,김문호,2008,롯데,0.25,8,20,4,5,0,0,0,5,2,0,0,0,0,6,0,0.25,0.25,0,고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000,0.5,1987,6,22,외야수,좌투,좌타,185,102,0.5513513513513514,2007,2,21
35,김문호,2011,롯데,0.125,12,16,1,2,1,0,0,3,0,0,0,2,0,2,0,0.188,0.222,0,고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000,0.41,1987,6,22,외야수,좌투,좌타,185,102,0.5513513513513514,2007,5,24
